Region,Sweet_Preference,Festival,Language,Socio_Economic_Class,Purchase_Amount
South India,Kozhukattai,Ugadi,Kannada,Upper,409.0
West India,Shrikhand,Diwali,Konkani,Lower,490.91
North India,Rasgulla,Holi,Urdu,Middle,360.95
West India,Puran Poli,Gudi Padwa,Marathi,Lower,968.05
West India,Puran Poli,Ganesh Chaturthi,Marathi,Lower,158.9
South India,Payasam,Onam,Telugu,Upper,147.68
North India,Gulab Jamun,Karva Chauth,Urdu,Upper,882.73
North India,Rasgulla,Baisakhi,Hindi,Lower,566.08
West India,Mohanthal,Diwali,Gujarati,Lower,316.38
East India,Chhena Poda,Rath Yatra,Assamese,Middle,721.5
East India,Chhena Poda,Durga Puja,Assamese,Lower,655.3
West India,Mohanthal,Diwali,Konkani,Middle,454.47
East India,Rasgulla,Poila Baisakh,Assamese,Middle,507.6
East India,Rasgulla,Rath Yatra,Odia,Lower,653.51
South India,Kozhukattai,Ugadi,Kannada,Upper,208.41
East India,Sandesh,Rath Yatra,Odia,Lower,915.27
East India,Pitha,Poila Baisakh,Assamese,Lower,519.34
East India,Sandesh,Poila Baisakh,Odia,Middle,294.21
West India,Mohanthal,Diwali,Gujarati,Lower,505.74
South India,Mysore Pak,Ugadi,Telugu,Middle,688.73
East India,Rasgulla,Rath Yatra,Odia,Upper,354.57
North India,Rasgulla,Holi,Urdu,Upper,288.54
South India,Boondi Laddu,Pongal,Telugu,Lower,244.08
North India,Rasgulla,Diwali,Punjabi,Middle,434.91
South India,Mysore Pak,Ugadi,Malayalam,Middle,448.96
North India,Rasgulla,Karva Chauth,Hindi,Middle,552.47
North India,Barfi,Karva Chauth,Hindi,Upper,262.2
South India,Boondi Laddu,Onam,Kannada,Upper,247.15
East India,Pitha,Durga Puja,Odia,Lower,347.62
East India,Pitha,Durga Puja,Bengali,Lower,146.12
East India,Pitha,Poila Baisakh,Odia,Middle,289.17
West India,Mohanthal,Gudi Padwa,Konkani,Upper,344.13
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,239.06
West India,Puran Poli,Diwali,Konkani,Middle,483.15
West India,Ladoo,Ganesh Chaturthi,Konkani,Lower,218.84
West India,Puran Poli,Diwali,Marathi,Upper,529.38
North India,Rasgulla,Baisakhi,Punjabi,Lower,644.64
West India,Mohanthal,Diwali,Gujarati,Lower,225.18
North India,Rasgulla,Baisakhi,Punjabi,Upper,631.43
North India,Gulab Jamun,Karva Chauth,Hindi,Upper,873.77
East India,Sandesh,Makar Sankranti,Odia,Upper,274.25
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Lower,248.59
South India,Boondi Laddu,Diwali,Malayalam,Lower,488.25
East India,Sandesh,Rath Yatra,Odia,Middle,718.93
South India,Boondi Laddu,Ugadi,Tamil,Lower,627.74
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Lower,574.38
West India,Mohanthal,Diwali,Gujarati,Lower,713.0
South India,Payasam,Pongal,Tamil,Middle,364.1
South India,Mysore Pak,Ugadi,Tamil,Upper,123.17
East India,Sandesh,Durga Puja,Assamese,Upper,291.16
North India,Barfi,Diwali,Hindi,Upper,156.12
West India,Mohanthal,Gudi Padwa,Gujarati,Upper,722.12
West India,Puran Poli,Navratri,Marathi,Upper,231.13
North India,Rasgulla,Diwali,Punjabi,Middle,854.88
North India,Barfi,Holi,Punjabi,Lower,657.99
South India,Payasam,Pongal,Malayalam,Lower,960.9
South India,Mysore Pak,Diwali,Kannada,Lower,351.75
South India,Boondi Laddu,Ugadi,Kannada,Middle,110.39
East India,Sandesh,Durga Puja,Assamese,Middle,951.0
West India,Mohanthal,Ganesh Chaturthi,Konkani,Lower,584.33
South India,Kozhukattai,Ugadi,Tamil,Middle,858.25
East India,Sandesh,Rath Yatra,Assamese,Lower,345.22
West India,Shrikhand,Ganesh Chaturthi,Konkani,Middle,104.82
East India,Chhena Poda,Makar Sankranti,Assamese,Lower,637.43
East India,Pitha,Durga Puja,Odia,Lower,723.53
North India,Barfi,Karva Chauth,Urdu,Lower,568.98
East India,Sandesh,Makar Sankranti,Bengali,Lower,561.22
East India,Sandesh,Poila Baisakh,Assamese,Middle,777.24
North India,Gulab Jamun,Diwali,Punjabi,Middle,899.73
West India,Ladoo,Gudi Padwa,Gujarati,Middle,979.51
South India,Payasam,Ugadi,Kannada,Lower,605.46
South India,Boondi Laddu,Onam,Kannada,Lower,407.94
West India,Shrikhand,Gudi Padwa,Konkani,Middle,931.13
East India,Sandesh,Rath Yatra,Assamese,Lower,761.37
North India,Rasgulla,Holi,Urdu,Lower,908.84
South India,Mysore Pak,Onam,Telugu,Upper,297.91
North India,Rasgulla,Baisakhi,Hindi,Middle,354.79
East India,Sandesh,Makar Sankranti,Odia,Lower,818.96
West India,Shrikhand,Diwali,Marathi,Lower,723.09
West India,Mohanthal,Navratri,Konkani,Upper,181.98
East India,Pitha,Durga Puja,Bengali,Lower,413.58
South India,Kozhukattai,Diwali,Tamil,Lower,328.35
South India,Kozhukattai,Pongal,Kannada,Lower,245.06
East India,Pitha,Makar Sankranti,Odia,Upper,398.02
North India,Ladoo,Baisakhi,Hindi,Lower,814.07
East India,Pitha,Makar Sankranti,Bengali,Upper,273.49
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Upper,297.2
East India,Pitha,Poila Baisakh,Odia,Upper,568.79
East India,Pitha,Makar Sankranti,Odia,Upper,256.62
South India,Mysore Pak,Pongal,Telugu,Upper,880.47
South India,Kozhukattai,Pongal,Telugu,Upper,446.33
South India,Mysore Pak,Diwali,Telugu,Upper,573.81
East India,Pitha,Poila Baisakh,Assamese,Upper,844.01
East India,Chhena Poda,Rath Yatra,Odia,Lower,754.52
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,869.98
North India,Rasgulla,Diwali,Urdu,Middle,716.3
West India,Puran Poli,Diwali,Gujarati,Lower,978.68
West India,Puran Poli,Diwali,Gujarati,Lower,720.16
West India,Puran Poli,Diwali,Gujarati,Upper,354.17
East India,Rasgulla,Poila Baisakh,Odia,Upper,239.65
South India,Kozhukattai,Diwali,Telugu,Lower,479.93
West India,Mohanthal,Ganesh Chaturthi,Konkani,Lower,387.05
East India,Sandesh,Rath Yatra,Odia,Middle,461.36
East India,Pitha,Poila Baisakh,Assamese,Middle,701.63
South India,Payasam,Onam,Kannada,Upper,113.97
North India,Barfi,Diwali,Punjabi,Lower,220.7
West India,Puran Poli,Gudi Padwa,Marathi,Middle,388.33
West India,Mohanthal,Navratri,Gujarati,Middle,818.34
North India,Barfi,Baisakhi,Hindi,Upper,277.07
East India,Rasgulla,Makar Sankranti,Odia,Upper,459.74
South India,Boondi Laddu,Onam,Kannada,Upper,710.46
North India,Barfi,Diwali,Hindi,Lower,786.71
South India,Kozhukattai,Pongal,Malayalam,Upper,494.34
West India,Puran Poli,Navratri,Marathi,Upper,734.23
North India,Barfi,Holi,Punjabi,Upper,225.92
South India,Kozhukattai,Pongal,Tamil,Upper,208.88
North India,Rasgulla,Baisakhi,Hindi,Lower,775.35
East India,Sandesh,Rath Yatra,Assamese,Middle,460.73
East India,Chhena Poda,Poila Baisakh,Odia,Middle,687.58
West India,Shrikhand,Navratri,Konkani,Upper,521.69
North India,Gulab Jamun,Karva Chauth,Urdu,Upper,858.28
West India,Puran Poli,Diwali,Konkani,Lower,188.97
West India,Ladoo,Ganesh Chaturthi,Konkani,Upper,617.78
West India,Ladoo,Navratri,Konkani,Middle,939.95
East India,Pitha,Durga Puja,Bengali,Upper,658.51
East India,Sandesh,Rath Yatra,Assamese,Lower,747.81
West India,Ladoo,Gudi Padwa,Marathi,Middle,466.07
West India,Ladoo,Ganesh Chaturthi,Konkani,Middle,106.74
South India,Kozhukattai,Ugadi,Malayalam,Middle,672.81
East India,Chhena Poda,Durga Puja,Assamese,Middle,589.37
East India,Sandesh,Rath Yatra,Bengali,Middle,917.68
South India,Boondi Laddu,Onam,Tamil,Lower,955.4
West India,Mohanthal,Gudi Padwa,Konkani,Lower,418.47
North India,Barfi,Baisakhi,Urdu,Middle,763.48
South India,Mysore Pak,Pongal,Telugu,Middle,727.28
North India,Barfi,Karva Chauth,Hindi,Middle,801.35
South India,Boondi Laddu,Diwali,Malayalam,Lower,932.45
East India,Pitha,Durga Puja,Bengali,Middle,848.94
West India,Puran Poli,Navratri,Gujarati,Lower,317.9
North India,Ladoo,Baisakhi,Urdu,Lower,281.48
West India,Puran Poli,Navratri,Marathi,Middle,921.75
West India,Ladoo,Navratri,Konkani,Middle,591.91
North India,Barfi,Diwali,Urdu,Middle,442.12
South India,Payasam,Onam,Malayalam,Middle,162.1
West India,Puran Poli,Navratri,Marathi,Lower,774.15
East India,Chhena Poda,Poila Baisakh,Assamese,Middle,571.36
South India,Payasam,Ugadi,Telugu,Upper,767.28
South India,Boondi Laddu,Diwali,Tamil,Middle,348.91
North India,Barfi,Holi,Hindi,Middle,212.57
East India,Sandesh,Durga Puja,Odia,Upper,268.76
West India,Shrikhand,Navratri,Konkani,Lower,930.62
West India,Ladoo,Navratri,Marathi,Middle,284.1
West India,Shrikhand,Navratri,Konkani,Upper,345.92
South India,Mysore Pak,Ugadi,Telugu,Lower,356.85
East India,Pitha,Durga Puja,Bengali,Middle,339.18
East India,Pitha,Durga Puja,Bengali,Upper,761.73
South India,Boondi Laddu,Diwali,Tamil,Upper,281.48
South India,Boondi Laddu,Ugadi,Telugu,Lower,238.25
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Upper,165.79
East India,Chhena Poda,Durga Puja,Bengali,Middle,216.91
North India,Barfi,Baisakhi,Punjabi,Lower,137.16
West India,Puran Poli,Navratri,Gujarati,Middle,272.82
East India,Sandesh,Rath Yatra,Bengali,Middle,909.42
East India,Pitha,Makar Sankranti,Odia,Upper,948.96
North India,Rasgulla,Baisakhi,Punjabi,Lower,747.66
West India,Shrikhand,Navratri,Marathi,Upper,949.19
West India,Mohanthal,Navratri,Marathi,Lower,726.13
South India,Payasam,Ugadi,Telugu,Middle,273.1
East India,Sandesh,Durga Puja,Assamese,Lower,812.0
South India,Mysore Pak,Ugadi,Kannada,Middle,577.98
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,327.34
East India,Chhena Poda,Makar Sankranti,Bengali,Upper,795.94
West India,Ladoo,Navratri,Gujarati,Lower,550.43
North India,Ladoo,Baisakhi,Punjabi,Middle,246.52
East India,Chhena Poda,Makar Sankranti,Bengali,Lower,588.04
South India,Mysore Pak,Diwali,Malayalam,Upper,239.69
North India,Ladoo,Karva Chauth,Punjabi,Upper,215.44
South India,Kozhukattai,Pongal,Malayalam,Middle,839.42
North India,Gulab Jamun,Diwali,Hindi,Lower,969.57
East India,Pitha,Durga Puja,Odia,Lower,247.29
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,366.68
North India,Rasgulla,Baisakhi,Punjabi,Lower,699.23
South India,Payasam,Ugadi,Tamil,Middle,348.28
West India,Ladoo,Diwali,Gujarati,Middle,350.18
North India,Barfi,Holi,Urdu,Lower,548.53
North India,Barfi,Karva Chauth,Hindi,Lower,419.29
South India,Mysore Pak,Onam,Telugu,Upper,128.26
East India,Pitha,Durga Puja,Assamese,Middle,401.47
West India,Shrikhand,Navratri,Gujarati,Lower,537.08
North India,Ladoo,Karva Chauth,Punjabi,Middle,813.06
South India,Kozhukattai,Ugadi,Telugu,Lower,484.26
North India,Rasgulla,Diwali,Punjabi,Lower,425.29
South India,Mysore Pak,Diwali,Malayalam,Middle,199.12
East India,Rasgulla,Poila Baisakh,Bengali,Middle,947.72
North India,Ladoo,Holi,Punjabi,Upper,340.57
West India,Mohanthal,Navratri,Gujarati,Upper,392.69
North India,Rasgulla,Diwali,Hindi,Upper,697.53
East India,Pitha,Durga Puja,Assamese,Upper,931.76
South India,Mysore Pak,Pongal,Malayalam,Upper,412.06
South India,Payasam,Diwali,Telugu,Upper,638.73
East India,Chhena Poda,Poila Baisakh,Odia,Middle,349.64
North India,Barfi,Baisakhi,Punjabi,Lower,307.52
North India,Gulab Jamun,Baisakhi,Urdu,Lower,974.83
East India,Chhena Poda,Poila Baisakh,Assamese,Middle,540.11
East India,Pitha,Makar Sankranti,Odia,Middle,217.03
South India,Kozhukattai,Ugadi,Malayalam,Lower,584.6
South India,Mysore Pak,Pongal,Kannada,Middle,724.29
North India,Barfi,Diwali,Punjabi,Middle,852.37
East India,Sandesh,Makar Sankranti,Odia,Upper,205.56
West India,Shrikhand,Diwali,Konkani,Middle,396.3
North India,Ladoo,Karva Chauth,Urdu,Middle,553.62
West India,Mohanthal,Navratri,Marathi,Middle,641.63
East India,Rasgulla,Durga Puja,Odia,Upper,321.81
North India,Barfi,Baisakhi,Urdu,Middle,294.17
West India,Puran Poli,Diwali,Marathi,Upper,456.73
East India,Rasgulla,Rath Yatra,Assamese,Upper,507.47
East India,Pitha,Makar Sankranti,Odia,Middle,698.22
North India,Barfi,Diwali,Urdu,Middle,624.86
East India,Rasgulla,Makar Sankranti,Odia,Upper,613.11
West India,Puran Poli,Ganesh Chaturthi,Konkani,Middle,702.32
West India,Puran Poli,Diwali,Konkani,Upper,365.47
West India,Shrikhand,Navratri,Marathi,Middle,344.36
South India,Payasam,Onam,Kannada,Upper,841.41
West India,Ladoo,Navratri,Marathi,Upper,938.39
West India,Mohanthal,Navratri,Marathi,Middle,265.81
North India,Barfi,Diwali,Urdu,Middle,418.54
East India,Sandesh,Durga Puja,Odia,Lower,915.37
North India,Ladoo,Diwali,Hindi,Upper,786.86
West India,Ladoo,Diwali,Marathi,Middle,208.04
West India,Puran Poli,Navratri,Marathi,Middle,999.53
South India,Payasam,Pongal,Tamil,Middle,934.34
West India,Mohanthal,Gudi Padwa,Konkani,Lower,317.8
East India,Rasgulla,Makar Sankranti,Assamese,Lower,701.58
North India,Gulab Jamun,Baisakhi,Urdu,Upper,277.15
West India,Shrikhand,Gudi Padwa,Konkani,Upper,154.45
West India,Ladoo,Gudi Padwa,Marathi,Lower,952.9
North India,Gulab Jamun,Holi,Urdu,Upper,287.33
South India,Mysore Pak,Pongal,Tamil,Upper,622.14
West India,Mohanthal,Navratri,Gujarati,Lower,929.61
South India,Boondi Laddu,Onam,Tamil,Lower,341.7
South India,Mysore Pak,Diwali,Kannada,Lower,419.08
South India,Boondi Laddu,Onam,Tamil,Lower,161.38
West India,Shrikhand,Diwali,Marathi,Upper,163.01
South India,Kozhukattai,Ugadi,Kannada,Upper,550.74
North India,Rasgulla,Karva Chauth,Punjabi,Upper,698.44
West India,Mohanthal,Diwali,Konkani,Lower,661.98
East India,Sandesh,Rath Yatra,Bengali,Middle,858.14
East India,Sandesh,Durga Puja,Odia,Upper,922.34
North India,Barfi,Diwali,Urdu,Middle,329.45
East India,Pitha,Rath Yatra,Odia,Middle,286.01
North India,Barfi,Karva Chauth,Punjabi,Upper,939.24
East India,Sandesh,Poila Baisakh,Assamese,Lower,241.36
South India,Payasam,Diwali,Tamil,Upper,595.29
South India,Kozhukattai,Pongal,Tamil,Lower,806.89
West India,Puran Poli,Navratri,Marathi,Upper,789.53
East India,Sandesh,Rath Yatra,Assamese,Middle,625.27
North India,Barfi,Diwali,Hindi,Lower,495.69
East India,Rasgulla,Makar Sankranti,Odia,Lower,290.4
South India,Boondi Laddu,Diwali,Kannada,Lower,716.2
West India,Mohanthal,Ganesh Chaturthi,Konkani,Lower,639.49
South India,Boondi Laddu,Diwali,Tamil,Lower,694.75
East India,Chhena Poda,Durga Puja,Bengali,Lower,465.08
South India,Kozhukattai,Ugadi,Telugu,Middle,413.19
North India,Barfi,Diwali,Punjabi,Upper,236.95
South India,Mysore Pak,Pongal,Telugu,Upper,120.43
East India,Chhena Poda,Rath Yatra,Assamese,Lower,259.04
West India,Puran Poli,Diwali,Konkani,Middle,955.14
East India,Chhena Poda,Durga Puja,Assamese,Upper,837.75
North India,Ladoo,Diwali,Urdu,Middle,316.9
East India,Pitha,Rath Yatra,Assamese,Middle,158.55
South India,Boondi Laddu,Ugadi,Telugu,Lower,654.08
North India,Gulab Jamun,Baisakhi,Hindi,Upper,580.23
South India,Kozhukattai,Onam,Kannada,Upper,239.57
North India,Rasgulla,Diwali,Urdu,Lower,685.45
South India,Payasam,Pongal,Tamil,Upper,622.78
South India,Payasam,Pongal,Telugu,Middle,648.49
East India,Pitha,Durga Puja,Odia,Middle,732.95
South India,Kozhukattai,Pongal,Kannada,Lower,144.14
West India,Puran Poli,Diwali,Gujarati,Middle,732.65
East India,Sandesh,Poila Baisakh,Assamese,Lower,901.05
West India,Mohanthal,Diwali,Marathi,Middle,320.03
North India,Gulab Jamun,Holi,Urdu,Upper,300.23
South India,Kozhukattai,Ugadi,Tamil,Upper,945.49
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,615.66
North India,Barfi,Karva Chauth,Urdu,Upper,952.54
East India,Rasgulla,Makar Sankranti,Odia,Upper,802.81
South India,Kozhukattai,Pongal,Tamil,Lower,391.75
South India,Kozhukattai,Onam,Telugu,Upper,116.9
East India,Sandesh,Makar Sankranti,Odia,Upper,386.4
East India,Chhena Poda,Durga Puja,Assamese,Upper,236.41
North India,Gulab Jamun,Karva Chauth,Urdu,Upper,306.61
West India,Puran Poli,Diwali,Gujarati,Middle,551.84
East India,Sandesh,Poila Baisakh,Odia,Upper,362.18
North India,Barfi,Holi,Punjabi,Upper,657.91
West India,Ladoo,Navratri,Marathi,Lower,753.84
West India,Shrikhand,Navratri,Marathi,Lower,433.91
South India,Boondi Laddu,Pongal,Telugu,Upper,438.84
North India,Rasgulla,Holi,Urdu,Middle,458.07
West India,Puran Poli,Gudi Padwa,Konkani,Middle,755.4
East India,Chhena Poda,Durga Puja,Bengali,Upper,172.14
West India,Mohanthal,Diwali,Konkani,Upper,858.45
West India,Puran Poli,Diwali,Marathi,Middle,997.5
North India,Ladoo,Baisakhi,Punjabi,Lower,267.55
North India,Rasgulla,Karva Chauth,Hindi,Lower,206.25
North India,Barfi,Diwali,Hindi,Middle,426.86
North India,Barfi,Diwali,Hindi,Lower,692.86
East India,Chhena Poda,Poila Baisakh,Assamese,Middle,173.71
North India,Rasgulla,Karva Chauth,Hindi,Lower,492.49
East India,Chhena Poda,Durga Puja,Odia,Lower,255.42
South India,Boondi Laddu,Ugadi,Malayalam,Lower,402.08
South India,Mysore Pak,Diwali,Malayalam,Middle,121.27
South India,Boondi Laddu,Pongal,Kannada,Upper,657.96
East India,Sandesh,Makar Sankranti,Assamese,Lower,864.82
North India,Ladoo,Holi,Punjabi,Middle,902.88
North India,Gulab Jamun,Karva Chauth,Punjabi,Lower,330.67
East India,Sandesh,Durga Puja,Odia,Lower,522.35
North India,Rasgulla,Holi,Urdu,Middle,770.97
East India,Sandesh,Poila Baisakh,Odia,Lower,917.54
South India,Payasam,Diwali,Kannada,Upper,446.9
East India,Pitha,Poila Baisakh,Assamese,Middle,168.56
South India,Kozhukattai,Pongal,Malayalam,Lower,449.01
East India,Rasgulla,Durga Puja,Assamese,Middle,413.5
East India,Pitha,Durga Puja,Bengali,Lower,969.45
North India,Gulab Jamun,Baisakhi,Urdu,Upper,912.96
North India,Gulab Jamun,Holi,Urdu,Middle,437.58
East India,Pitha,Poila Baisakh,Odia,Middle,691.06
North India,Ladoo,Holi,Hindi,Upper,311.2
North India,Rasgulla,Baisakhi,Hindi,Upper,750.18
East India,Pitha,Makar Sankranti,Bengali,Middle,132.8
North India,Rasgulla,Holi,Hindi,Middle,627.89
East India,Chhena Poda,Durga Puja,Assamese,Upper,160.48
West India,Puran Poli,Diwali,Konkani,Lower,195.64
South India,Payasam,Ugadi,Kannada,Upper,991.58
South India,Boondi Laddu,Onam,Telugu,Middle,334.26
South India,Kozhukattai,Diwali,Telugu,Lower,265.48
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,615.42
South India,Payasam,Ugadi,Malayalam,Middle,845.64
North India,Gulab Jamun,Karva Chauth,Hindi,Upper,913.83
West India,Ladoo,Diwali,Konkani,Upper,681.93
West India,Shrikhand,Gudi Padwa,Gujarati,Middle,123.76
West India,Mohanthal,Navratri,Marathi,Upper,971.95
South India,Boondi Laddu,Ugadi,Tamil,Middle,485.68
South India,Mysore Pak,Onam,Telugu,Lower,751.0
West India,Mohanthal,Ganesh Chaturthi,Konkani,Lower,791.03
North India,Barfi,Baisakhi,Punjabi,Upper,891.38
South India,Boondi Laddu,Onam,Malayalam,Upper,423.77
East India,Sandesh,Makar Sankranti,Odia,Upper,311.74
North India,Barfi,Karva Chauth,Punjabi,Lower,399.7
South India,Kozhukattai,Pongal,Telugu,Upper,487.59
South India,Boondi Laddu,Pongal,Malayalam,Upper,822.81
East India,Chhena Poda,Makar Sankranti,Odia,Upper,301.58
East India,Sandesh,Durga Puja,Odia,Upper,273.0
South India,Boondi Laddu,Diwali,Tamil,Lower,759.89
South India,Payasam,Onam,Malayalam,Middle,523.08
East India,Sandesh,Poila Baisakh,Assamese,Lower,449.89
North India,Rasgulla,Diwali,Punjabi,Lower,365.2
North India,Ladoo,Holi,Urdu,Upper,547.56
North India,Gulab Jamun,Holi,Punjabi,Upper,852.76
South India,Kozhukattai,Onam,Malayalam,Middle,514.28
North India,Rasgulla,Holi,Urdu,Middle,859.85
North India,Barfi,Diwali,Punjabi,Upper,798.43
West India,Ladoo,Diwali,Gujarati,Upper,259.78
North India,Ladoo,Karva Chauth,Punjabi,Upper,376.31
South India,Kozhukattai,Ugadi,Malayalam,Upper,297.9
West India,Ladoo,Navratri,Konkani,Upper,908.85
South India,Mysore Pak,Pongal,Tamil,Middle,776.72
North India,Rasgulla,Holi,Hindi,Lower,133.38
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Middle,346.33
South India,Kozhukattai,Onam,Tamil,Middle,524.2
East India,Rasgulla,Poila Baisakh,Odia,Middle,684.88
North India,Rasgulla,Holi,Punjabi,Middle,249.45
East India,Chhena Poda,Durga Puja,Assamese,Middle,325.47
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,986.19
East India,Pitha,Poila Baisakh,Bengali,Upper,487.75
West India,Shrikhand,Diwali,Gujarati,Lower,340.0
North India,Barfi,Diwali,Hindi,Upper,605.72
North India,Barfi,Karva Chauth,Urdu,Upper,953.73
South India,Kozhukattai,Pongal,Tamil,Lower,371.28
South India,Mysore Pak,Pongal,Tamil,Lower,273.25
West India,Mohanthal,Ganesh Chaturthi,Konkani,Middle,689.03
South India,Payasam,Onam,Malayalam,Upper,641.41
East India,Chhena Poda,Rath Yatra,Odia,Lower,438.11
West India,Puran Poli,Gudi Padwa,Konkani,Middle,130.46
North India,Rasgulla,Diwali,Hindi,Middle,544.59
East India,Rasgulla,Durga Puja,Bengali,Lower,894.47
South India,Kozhukattai,Diwali,Tamil,Lower,417.53
East India,Sandesh,Durga Puja,Assamese,Upper,150.28
South India,Boondi Laddu,Ugadi,Tamil,Upper,771.38
South India,Boondi Laddu,Onam,Kannada,Middle,780.88
South India,Boondi Laddu,Ugadi,Kannada,Lower,970.89
East India,Sandesh,Poila Baisakh,Bengali,Lower,293.61
South India,Payasam,Diwali,Kannada,Middle,946.69
North India,Ladoo,Diwali,Punjabi,Lower,346.52
East India,Pitha,Durga Puja,Bengali,Lower,756.3
West India,Ladoo,Diwali,Gujarati,Middle,681.62
West India,Puran Poli,Navratri,Marathi,Upper,208.79
West India,Puran Poli,Diwali,Konkani,Middle,140.45
East India,Rasgulla,Rath Yatra,Bengali,Lower,801.53
South India,Mysore Pak,Pongal,Malayalam,Middle,682.7
South India,Payasam,Diwali,Kannada,Middle,674.09
South India,Boondi Laddu,Diwali,Telugu,Lower,939.32
East India,Rasgulla,Makar Sankranti,Bengali,Upper,634.51
East India,Chhena Poda,Poila Baisakh,Bengali,Upper,765.11
East India,Sandesh,Makar Sankranti,Odia,Lower,595.68
North India,Ladoo,Diwali,Hindi,Upper,421.89
West India,Puran Poli,Gudi Padwa,Marathi,Lower,860.21
South India,Payasam,Onam,Tamil,Upper,205.49
North India,Barfi,Diwali,Urdu,Lower,366.17
North India,Barfi,Karva Chauth,Urdu,Middle,622.11
West India,Puran Poli,Gudi Padwa,Konkani,Middle,337.34
East India,Chhena Poda,Durga Puja,Bengali,Middle,652.92
North India,Rasgulla,Baisakhi,Urdu,Middle,981.94
West India,Shrikhand,Navratri,Konkani,Lower,918.68
